"SafeStage — Synthetic User Behaviour Dataset (2,000 Rows)",,,,,,,,,,,,,,,,
◆ DEMOGRAPHICS,,,,◆ IDENTITY VERIFICATION,,,◆ BEHAVIOURAL METRICS,,,◆ FINANCIALS,,◆ PREFERENCE & INTENT,,,◆ LABELS,
U1975,29,Seoul/South Korea,827,Yes,Driver's License,3.06,8919,Natural,5,222.99,300.96,Sports,Group Booking,Bot Competition,Yes,Fan
U1666,25,London/UK,613,Yes,State ID,5.12,6534,Natural,3,580.96,752.04,Theatre,Face-value Resale,Bot Competition,Yes,Fan
U1362,31,Chicago/USA,791,Yes,State ID,3.63,8733,Natural,4,634.69,787.94,Music,Early Access,Interface Complexity,Yes,Fan
U2457,43,Paris/France,336,Yes,Driver's License,2.24,5090,Erratic,17,3631.93,7793.94,Music,Face-value Resale,Bot Competition,No,Scalper
U2456,37,New York/USA,498,No,None,4.15,2883,Linear,17,2216.38,4778.54,Sports,Group Booking,Bot Competition,Maybe,Scalper
U1485,25,São Paulo/Brazil,553,Yes,Passport,4.82,5741,Natural,2,658.55,800,Music,Face-value Resale,High Prices,Maybe,Fan
U2176,26,São Paulo/Brazil,640,No,None,1.57,4607,Linear,23,2509.44,5732.31,Music,Early Access,Interface Complexity,Maybe,Scalper
U2352,30,London/UK,234,Yes,National ID,3.25,2638,Linear,25,2217.62,5057.12,Music,Early Access,Interface Complexity,Maybe,Scalper
U2281,32,New York/USA,468,No,None,3.54,2693,Linear,19,2846.3,6254.41,Sports,Group Booking,Interface Complexity,Maybe,Scalper
U1312,23,Madrid/Spain,1152,Yes,Passport,4.06,3000,Natural,3,233.06,195.78,Music,Face-value Resale,Bot Competition,Maybe,Fan
U2777,29,Melbourne/Australia,36,No,None,0.26,205,Linear,32,6827.02,15000,Theatre,Early Access,Interface Complexity,No,Bot
U2329,35,Toronto/Canada,420,Yes,Passport,3.59,1432,Erratic,21,2170.79,3889.59,Theatre,Early Access,Interface Complexity,No,Scalper
U1843,29,Amsterdam/Netherlands,1477,Yes,National ID,4.6,10747,Natural,3,363.9,403.14,Music,Early Access,Bot Competition,Maybe,Fan
U1414,26,Singapore/Singapore,646,Yes,State ID,3.8,6603,Natural,4,842.83,800,Music,Face-value Resale,Bot Competition,Yes,Fan
U2158,39,Dubai/UAE,903,Yes,Driver's License,3.07,1464,Linear,21,3691.84,7356.29,Music,Early Access,Bot Competition,No,Scalper
U1032,29,Mexico City/Mexico,834,Yes,State ID,5.82,9863,Natural,5,654.99,800,Sports,Early Access,High Prices,Yes,Fan
U1766,38,Seoul/South Korea,812,Yes,Passport,5.03,9839,Natural,5,607.21,768.58,Sports,Face-value Resale,Interface Complexity,Yes,Fan
U1459,23,Berlin/Germany,90,Yes,National ID,5.13,4749,Natural,1,50,135.12,Theatre,Group Booking,Bot Competition,Yes,Fan
U2186,25,Dubai/UAE,554,Yes,State ID,1.19,3799,Erratic,21,2702.28,6127.05,Sports,Early Access,High Prices,No,Scalper
U1340,28,Mumbai/India,513,Yes,National ID,4.85,8163,Natural,2,445.38,750.62,Sports,Group Booking,High Prices,Yes,Fan
U1287,18,Tokyo/Japan,1417,Yes,State ID,4.16,8518,Natural,3,343.64,435.51,Music,Face-value Resale,High Prices,Yes,Fan
U2273,30,London/UK,515,Yes,Driver's License,6.3,3881,Linear,23,2979.7,6356.76,Music,Early Access,High Prices,Maybe,Scalper
U2991,21,New York/USA,109,No,None,0.28,50,Linear,33,1668.47,4570.42,Music,Early Access,Bot Competition,No,Bot
U1950,24,Austin/USA,531,Yes,Driver's License,3.68,8262,Natural,8,264.63,533.69,Music,Group Booking,High Prices,Yes,Fan
U2604,18,Melbourne/Australia,1,No,None,0.57,144,Linear,66,4515.48,13392.8,Theatre,Early Access,Bot Competition,No,Bot
U1140,24,Tokyo/Japan,909,Yes,National ID,3.6,8949,Natural,2,782.41,800,Sports,Face-value Resale,Bot Competition,Yes,Fan
U1849,18,Amsterdam/Netherlands,1425,Yes,National ID,2,5878,Natural,3,524.71,752.09,Theatre,Face-value Resale,High Prices,Yes,Fan
U2688,21,Paris/France,113,No,None,0.8,164,Linear,40,3694.19,10161.82,Sports,Early Access,Bot Competition,No,Bot
U2026,37,New York/USA,721,No,None,1.12,1902,Erratic,10,2975.7,6600.36,Music,Group Booking,Interface Complexity,Maybe,Scalper
U2761,34,Sydney/Australia,280,No,None,0.23,115,Linear,47,2946.69,8087.91,Music,Early Access,High Prices,No,Bot
U2232,31,New York/USA,785,No,None,2.55,1687,Erratic,19,2867.46,6472.67,Music,Early Access,Bot Competition,Maybe,Scalper
U2654,27,Sydney/Australia,124,No,None,0.73,136,Linear,57,5976.58,15000,Music,Early Access,Bot Competition,No,Bot
U2139,32,Mumbai/India,299,Yes,National ID,0.5,1613,Erratic,20,3749.27,8000,Music,Early Access,Interface Complexity,Maybe,Scalper
U1901,28,Singapore/Singapore,846,Yes,Passport,4.8,6822,Natural,3,113.14,138.56,Music,Face-value Resale,Bot Competition,Maybe,Fan
U1732,31,Paris/France,1429,Yes,National ID,7.85,8027,Natural,5,99.49,259.5,Theatre,Early Access,High Prices,Maybe,Fan
U2837,21,Sydney/Australia,62,No,None,1.06,92,Linear,45,4886.15,14431.04,Music,Early Access,Bot Competition,No,Bot
U1265,33,Berlin/Germany,615,Yes,Passport,5.06,4382,Natural,5,198.15,321.59,Music,Face-value Resale,High Prices,Yes,Fan
U1275,28,Amsterdam/Netherlands,1036,Yes,Passport,3.88,7308,Natural,3,285.62,385.73,Sports,Face-value Resale,High Prices,Yes,Fan
U2095,33,London/UK,167,No,None,2.95,3055,Erratic,31,3851.32,8000,Sports,Face-value Resale,High Prices,Maybe,Scalper
U2665,26,Mumbai/India,123,No,None,0.61,63,Linear,56,5387.43,15000,Sports,Early Access,Bot Competition,No,Bot
U1445,18,Singapore/Singapore,541,Yes,State ID,3.35,4418,Natural,1,494.34,674.95,Theatre,Face-value Resale,Bot Competition,Maybe,Fan
U1040,24,São Paulo/Brazil,1002,Yes,Driver's License,6.75,10176,Natural,2,258.29,400.96,Theatre,Early Access,Interface Complexity,Yes,Fan
U2123,29,Tokyo/Japan,185,No,None,3.76,4764,Erratic,21,3758.91,8000,Theatre,Early Access,Interface Complexity,No,Scalper
U2265,27,Berlin/Germany,346,Yes,Passport,0.5,2273,Linear,24,3232.92,7348.22,Sports,Face-value Resale,Interface Complexity,No,Scalper
U1022,37,Melbourne/Australia,1054,Yes,State ID,9,9227,Natural,6,591.72,800,Theatre,Face-value Resale,High Prices,Yes,Fan
U1706,28,Madrid/Spain,1469,Yes,State ID,4.36,10513,Natural,4,332.94,446.38,Theatre,Face-value Resale,Bot Competition,Yes,Fan
U2439,37,Melbourne/Australia,590,No,None,2.99,1720,Erratic,22,2470.31,5671.87,Theatre,Early Access,Interface Complexity,Maybe,Scalper
U1518,26,Los Angeles/USA,953,Yes,Passport,5.51,7545,Natural,2,555.16,800,Music,Early Access,High Prices,Yes,Fan
U2174,31,Singapore/Singapore,734,Yes,Driver's License,2.21,3699,Linear,25,2531.9,5700.4,Theatre,Early Access,Interface Complexity,No,Scalper
U2672,24,Los Angeles/USA,110,No,None,0.8,196,Linear,40,3798.6,12064.92,Music,Early Access,Bot Competition,No,Bot
U1355,23,Paris/France,624,Yes,Driver's License,5.99,6809,Natural,6,528.74,800,Music,Group Booking,Interface Complexity,Maybe,Fan
U1298,44,Vancouver/Canada,1224,Yes,Passport,3.93,7565,Natural,6,188.31,151.86,Theatre,Face-value Resale,High Prices,Yes,Fan
U2077,33,Madrid/Spain,484,Yes,National ID,4.66,800,Erratic,17,2276.8,4609.39,Sports,Early Access,Interface Complexity,No,Scalper
U1840,33,Los Angeles/USA,621,Yes,State ID,6.05,6214,Natural,6,377.95,545.29,Sports,Face-value Resale,Bot Competition,Yes,Fan
U2223,32,Dubai/UAE,673,No,None,5.41,2456,Erratic,17,1786.83,4512.45,Theatre,Face-value Resale,Interface Complexity,No,Scalper
U1925,25,Singapore/Singapore,947,Yes,State ID,4.5,5131,Natural,1,239.04,276.8,Sports,Early Access,Bot Competition,Yes,Fan
U1123,19,Amsterdam/Netherlands,992,Yes,Passport,5.26,8834,Natural,3,396.63,558.79,Music,Group Booking,High Prices,Yes,Fan
U2228,38,New York/USA,759,No,None,3.97,2143,Erratic,21,2692.33,6018.77,Music,Early Access,Interface Complexity,No,Scalper
U2092,30,Tokyo/Japan,700,No,None,3.82,2469,Erratic,21,2687.68,5828.86,Sports,Early Access,Interface Complexity,No,Scalper
U2248,29,London/UK,484,Yes,Passport,2.21,3055,Erratic,18,1672.3,3403.09,Sports,Early Access,Bot Competition,No,Scalper
U2152,27,Seoul/South Korea,461,Yes,National ID,2.54,1895,Erratic,19,2567.95,5673.6,Theatre,Early Access,High Prices,No,Scalper
U2680,26,Chicago/USA,105,Yes,National ID,1.02,175,Linear,34,7015.39,15000,Music,Group Booking,Bot Competition,Maybe,Bot
U2164,22,Mumbai/India,622,Yes,State ID,2.95,3262,Linear,15,2347.43,5418.38,Sports,Early Access,High Prices,Maybe,Scalper
U1418,33,Sydney/Australia,997,Yes,Passport,2.34,3000,Natural,5,419,680.88,Music,Face-value Resale,Bot Competition,Yes,Fan
U1967,47,Tokyo/Japan,595,Yes,State ID,5.49,4521,Natural,4,595.77,668.31,Sports,Face-value Resale,Interface Complexity,Yes,Fan
U2243,40,Amsterdam/Netherlands,644,Yes,National ID,3.64,2720,Erratic,13,3692.67,7768.12,Sports,Early Access,Interface Complexity,Maybe,Scalper
U2571,24,Seoul/South Korea,498,No,None,5.63,3738,Linear,29,3594.45,7722.6,Sports,Early Access,Interface Complexity,Maybe,Scalper
U1158,22,Chicago/USA,172,Yes,Passport,5.56,9642,Natural,3,432.06,646.16,Theatre,Face-value Resale,Bot Competition,Yes,Fan
U2119,31,Mumbai/India,403,Yes,State ID,2.93,2275,Erratic,14,3645.25,7775.41,Music,Early Access,Interface Complexity,Maybe,Scalper
U2280,33,São Paulo/Brazil,198,Yes,State ID,4.49,1356,Linear,16,2830.12,6546.5,Music,Face-value Resale,Bot Competition,No,Scalper
U2616,23,Seoul/South Korea,178,No,None,0.3,122,Linear,52,3436.75,10299.06,Music,Early Access,Bot Competition,No,Bot
U2668,21,Mexico City/Mexico,160,No,None,0.26,176,Linear,36,5902.52,15000,Music,Face-value Resale,Bot Competition,No,Bot
U2763,18,Austin/USA,211,No,None,0.86,127,Linear,44,4653.77,14119.36,Music,Early Access,Interface Complexity,Maybe,Bot
U2064,31,Seoul/South Korea,698,Yes,National ID,2.2,2515,Erratic,17,2764.94,6524.38,Sports,Early Access,Interface Complexity,No,Scalper
U2155,33,Sydney/Australia,356,Yes,State ID,3.64,2293,Erratic,20,2451.84,5608.41,Sports,Early Access,Interface Complexity,No,Scalper
U2988,18,Toronto/Canada,61,No,None,0.77,376,Linear,41,4278.65,13174.87,Music,Early Access,Bot Competition,Maybe,Bot
U1190,28,Mexico City/Mexico,873,Yes,State ID,4.06,7153,Natural,7,520.97,705.72,Sports,Early Access,High Prices,Maybe,Fan
U2944,37,Dubai/UAE,137,No,None,0.85,316,Linear,58,4016.47,12082.77,Theatre,Face-value Resale,Bot Competition,No,Bot
U1590,33,Amsterdam/Netherlands,910,Yes,State ID,2.85,11220,Natural,4,573.2,800,Sports,Group Booking,Bot Competition,Maybe,Fan
U2427,22,Toronto/Canada,431,Yes,Passport,3.02,4920,Linear,10,3312.55,7121.07,Sports,Group Booking,Interface Complexity,Maybe,Scalper
U1761,30,Sydney/Australia,903,Yes,Passport,6.46,4221,Natural,1,129.15,210.62,Music,Early Access,High Prices,Yes,Fan
U2063,31,Dubai/UAE,458,No,None,1.94,3041,Linear,13,3284.94,7165.46,Sports,Group Booking,High Prices,Maybe,Scalper
U1243,25,Los Angeles/USA,418,Yes,State ID,6.6,11253,Natural,1,544.15,721.57,Sports,Early Access,Bot Competition,Yes,Fan
U1885,34,Paris/France,833,Yes,Driver's License,4.13,11222,Natural,3,568.76,778.24,Sports,Face-value Resale,Bot Competition,Yes,Fan
U2378,25,Mexico City/Mexico,341,Yes,Driver's License,2.58,1768,Erratic,11,3734.57,8000,Music,Early Access,Bot Competition,Maybe,Scalper
U1621,19,Toronto/Canada,917,Yes,Driver's License,4.64,8264,Natural,5,603.41,797.24,Music,Face-value Resale,Bot Competition,Yes,Fan
U1651,40,Madrid/Spain,713,Yes,State ID,2.29,11120,Natural,2,310.59,293.59,Music,Face-value Resale,Bot Competition,Maybe,Fan
U2559,48,Vancouver/Canada,416,No,None,2.17,2294,Erratic,29,2553.26,5503.81,Music,Early Access,High Prices,No,Scalper
U1504,23,Berlin/Germany,865,Yes,National ID,4.08,10022,Natural,1,281.96,400.19,Theatre,Early Access,Bot Competition,Maybe,Fan
U1923,25,Berlin/Germany,992,Yes,National ID,6.21,11334,Natural,3,445.08,711.98,Theatre,Early Access,Interface Complexity,Yes,Fan
U1160,38,Austin/USA,960,Yes,National ID,5.88,5260,Natural,4,497.19,751.51,Sports,Group Booking,Bot Competition,Yes,Fan
U2419,43,Austin/USA,682,Yes,National ID,2.79,2905,Linear,24,3718.55,7915.58,Sports,Face-value Resale,Interface Complexity,No,Scalper
U1883,36,Madrid/Spain,810,Yes,State ID,5.05,7451,Natural,4,378.87,583.78,Music,Face-value Resale,High Prices,Maybe,Fan
U1538,26,Mexico City/Mexico,882,Yes,State ID,5.92,8654,Natural,3,311.65,385.65,Sports,Face-value Resale,High Prices,Maybe,Fan
U2720,29,Mumbai/India,130,No,None,0.99,188,Linear,37,4706.9,14243.98,Music,Early Access,Bot Competition,No,Bot
U1241,33,Mumbai/India,1002,Yes,State ID,4.97,4483,Natural,6,630.53,800,Music,Face-value Resale,Bot Competition,Maybe,Fan
U1014,21,Seoul/South Korea,602,Yes,Driver's License,3.82,8049,Natural,2,140.88,202.72,Music,Face-value Resale,Bot Competition,Yes,Fan
U2682,28,Los Angeles/USA,78,No,None,0.68,124,Linear,48,5869.16,15000,Theatre,Early Access,Bot Competition,No,Bot
U1476,18,São Paulo/Brazil,992,Yes,State ID,4.2,11101,Natural,2,532.97,723.8,Sports,Face-value Resale,Bot Competition,Yes,Fan
U2897,25,Vancouver/Canada,113,No,None,0.86,204,Linear,66,3310.14,10661.24,Sports,Face-value Resale,Interface Complexity,No,Bot
U2864,19,Vancouver/Canada,87,No,None,0.57,50,Linear,36,5359.04,15000,Music,Early Access,Bot Competition,No,Bot
U1929,19,Mumbai/India,632,Yes,State ID,6.58,8760,Natural,4,375.02,548.4,Music,Early Access,Bot Competition,Maybe,Fan
U2339,33,Sydney/Australia,688,Yes,National ID,3.69,3026,Linear,28,2096.71,4937.83,Theatre,Early Access,Bot Competition,No,Scalper
U2386,47,Madrid/Spain,73,Yes,Driver's License,6.15,3726,Erratic,14,4345.63,8000,Music,Early Access,Interface Complexity,No,Scalper
U2615,26,Paris/France,129,No,None,0.25,164,Linear,42,6152.21,15000,Sports,Face-value Resale,Interface Complexity,No,Bot
U2345,40,Amsterdam/Netherlands,377,Yes,National ID,1.38,3284,Erratic,19,1414.48,3319.97,Sports,Early Access,Interface Complexity,Maybe,Scalper
U1796,30,Los Angeles/USA,690,Yes,State ID,5.87,6477,Natural,5,157.42,239.2,Music,Face-value Resale,High Prices,Maybe,Fan
U2995,26,Austin/USA,103,No,None,0.7,410,Linear,59,5382.45,15000,Theatre,Early Access,Bot Competition,Maybe,Bot
U2697,26,Austin/USA,203,Yes,National ID,0.79,104,Linear,46,5956.38,15000,Music,Early Access,Interface Complexity,No,Bot
U2589,40,Toronto/Canada,614,Yes,National ID,3.98,4494,Linear,10,3116.4,6341.96,Sports,Early Access,Interface Complexity,No,Scalper
U1356,18,Mexico City/Mexico,607,Yes,Driver's License,5.71,8640,Natural,3,271.69,322.84,Sports,Early Access,Bot Competition,Yes,Fan
U2059,30,Austin/USA,602,Yes,National ID,2.93,4108,Linear,14,3155.61,6728.38,Theatre,Early Access,Bot Competition,No,Scalper
U1335,30,Seoul/South Korea,1208,Yes,Driver's License,5.83,6390,Natural,2,434.07,676.63,Music,Face-value Resale,High Prices,Yes,Fan
U1689,28,Singapore/Singapore,882,Yes,Driver's License,5.21,10205,Natural,5,613.25,800,Sports,Early Access,Interface Complexity,Yes,Fan
U2401,40,São Paulo/Brazil,326,Yes,Driver's License,2.33,3614,Erratic,17,2456.88,5721.95,Theatre,Early Access,Interface Complexity,Maybe,Scalper
U1185,28,Mumbai/India,837,Yes,State ID,4.35,3095,Natural,2,436.71,624.18,Sports,Group Booking,Bot Competition,Maybe,Fan
U1824,31,London/UK,1075,Yes,State ID,6.04,4031,Natural,2,497.18,757.69,Music,Group Booking,High Prices,Yes,Fan
U2448,32,Amsterdam/Netherlands,375,Yes,Driver's License,0.5,2523,Linear,25,3245.37,7244.02,Music,Early Access,High Prices,No,Scalper
U2872,22,Sydney/Australia,68,No,None,0.28,50,Linear,40,2762.75,7583.41,Theatre,Early Access,Bot Competition,No,Bot
U2350,47,Dubai/UAE,178,No,None,2.27,2121,Linear,18,3017.97,6780.41,Sports,Early Access,High Prices,Maybe,Scalper
U2002,28,Tokyo/Japan,280,No,None,2.07,2278,Linear,29,2998.19,6565.4,Music,Early Access,Interface Complexity,Maybe,Scalper
U1188,38,Singapore/Singapore,807,Yes,Passport,5.44,11075,Natural,6,318.81,429.6,Music,Face-value Resale,Bot Competition,Yes,Fan
U1942,24,London/UK,1322,Yes,National ID,4.35,9478,Natural,5,307.04,265.58,Music,Early Access,High Prices,Maybe,Fan
U1285,28,Dubai/UAE,627,Yes,Driver's License,3.38,6130,Natural,4,386.28,361.73,Music,Face-value Resale,Bot Competition,Yes,Fan
U2416,32,Dubai/UAE,600,Yes,Driver's License,3.41,4514,Linear,15,3240.26,7090.42,Music,Early Access,High Prices,Maybe,Scalper
U1900,29,Austin/USA,1266,Yes,State ID,6.92,8410,Natural,4,145.83,161.65,Theatre,Face-value Resale,Interface Complexity,Yes,Fan
U2957,21,Paris/France,168,No,None,0.94,119,Linear,65,4127.46,12141.06,Sports,Early Access,Bot Competition,No,Bot
U1166,32,New York/USA,907,Yes,Passport,6.19,7600,Natural,4,228.77,354.54,Theatre,Face-value Resale,High Prices,Yes,Fan
U1348,32,Chicago/USA,1283,Yes,Driver's License,2,9056,Natural,1,246.18,474.99,Sports,Face-value Resale,Interface Complexity,Maybe,Fan
U1299,18,Dubai/UAE,90,Yes,Driver's License,3.96,9179,Natural,6,336.63,438.37,Music,Face-value Resale,Interface Complexity,Yes,Fan
U1536,24,Dubai/UAE,785,Yes,Passport,2.13,6374,Natural,1,426.1,501.31,Music,Early Access,Interface Complexity,Yes,Fan
U1230,22,Paris/France,1095,Yes,Driver's License,2.7,10429,Natural,2,350.89,511.26,Music,Group Booking,High Prices,Maybe,Fan
U2852,18,Mumbai/India,164,No,None,0.75,172,Linear,62,5148.99,14270.58,Music,Early Access,Bot Competition,No,Bot
U2719,23,Los Angeles/USA,102,No,None,0.96,296,Linear,25,2785.35,8904.67,Music,Early Access,Interface Complexity,No,Bot
U2880,26,Madrid/Spain,79,No,None,0.35,205,Linear,63,3926.22,11626.32,Theatre,Early Access,Bot Competition,No,Bot
U1042,38,São Paulo/Brazil,901,Yes,Passport,4.56,6674,Natural,5,227.83,307.57,Theatre,Group Booking,High Prices,Yes,Fan
U1869,26,Toronto/Canada,924,Yes,Driver's License,5.08,8468,Natural,4,661.69,800,Sports,Group Booking,Bot Competition,Yes,Fan
U1749,36,Paris/France,976,Yes,Driver's License,4.35,6527,Natural,4,267.16,398.48,Sports,Face-value Resale,Interface Complexity,Yes,Fan
U2923,18,Vancouver/Canada,202,Yes,Driver's License,0.65,134,Linear,37,5828.59,15000,Sports,Group Booking,Bot Competition,No,Bot
U2887,26,Los Angeles/USA,121,No,None,0.48,50,Linear,45,7192.22,15000,Music,Early Access,Bot Competition,No,Bot
U2612,19,Amsterdam/Netherlands,115,Yes,National ID,0.32,263,Linear,52,7480.97,15000,Theatre,Early Access,Bot Competition,No,Bot
U2568,40,Chicago/USA,560,Yes,Passport,1.81,3022,Erratic,15,2197.01,5029.07,Music,Face-value Resale,Bot Competition,No,Scalper
U1447,25,Amsterdam/Netherlands,1003,Yes,Driver's License,4.92,5555,Natural,3,613.38,800,Music,Group Booking,Bot Competition,Yes,Fan
U2472,46,Dubai/UAE,546,Yes,Passport,1.84,2833,Erratic,16,2280.73,4979.4,Theatre,Early Access,High Prices,No,Scalper
U1350,43,Melbourne/Australia,1103,Yes,Passport,3.53,7677,Natural,3,479.55,787.45,Sports,Group Booking,Bot Competition,Yes,Fan
U1046,28,Amsterdam/Netherlands,1009,Yes,State ID,3.37,6515,Natural,1,408.72,648.62,Music,Face-value Resale,High Prices,Yes,Fan
U2933,18,São Paulo/Brazil,196,No,None,0.49,249,Linear,52,6898.64,15000,Music,Early Access,Bot Competition,No,Bot
U2963,23,São Paulo/Brazil,141,No,None,0.7,92,Linear,33,6674.68,15000,Music,Early Access,Bot Competition,No,Bot
U1109,36,Berlin/Germany,751,Yes,Driver's License,2.63,6729,Natural,7,573.04,774.36,Sports,Group Booking,Bot Competition,Yes,Fan
U2642,26,Seoul/South Korea,119,Yes,National ID,0.97,246,Linear,56,5052.95,14962.15,Sports,Early Access,Bot Competition,No,Bot
U2686,31,London/UK,140,No,None,0.35,117,Linear,54,3120.83,9878.2,Sports,Early Access,Bot Competition,No,Bot
U1030,33,Chicago/USA,984,Yes,Driver's License,3.75,7279,Natural,3,313.91,507.44,Sports,Group Booking,Bot Competition,Maybe,Fan
U1182,18,Sydney/Australia,425,Yes,Driver's License,5.57,6592,Natural,4,710.2,800,Sports,Face-value Resale,Bot Competition,Yes,Fan
U1622,24,Mumbai/India,827,Yes,State ID,6.26,9063,Natural,4,205.64,342.19,Sports,Face-value Resale,High Prices,Yes,Fan
U2444,41,Dubai/UAE,561,No,None,5.75,1309,Erratic,21,2667.01,5877.85,Theatre,Early Access,Interface Complexity,Maybe,Scalper
U1635,24,Madrid/Spain,1052,Yes,Passport,3.52,11552,Natural,6,336.02,420.13,Music,Face-value Resale,High Prices,Yes,Fan
U2967,22,Melbourne/Australia,76,No,None,0.1,267,Linear,54,6382.51,15000,Music,Early Access,Bot Competition,No,Bot
U1105,30,Dubai/UAE,1214,Yes,State ID,6.52,6652,Natural,6,413.07,564.49,Sports,Group Booking,Interface Complexity,Yes,Fan
U1061,25,Melbourne/Australia,1013,Yes,National ID,5.41,5494,Natural,5,664.01,800,Sports,Face-value Resale,High Prices,Maybe,Fan
U1659,36,Singapore/Singapore,1133,Yes,Passport,4.54,5556,Natural,2,321.04,424.23,Music,Early Access,High Prices,Maybe,Fan
U2108,43,London/UK,510,No,None,3.94,2582,Erratic,13,2196.99,4862.62,Theatre,Early Access,High Prices,Maybe,Scalper
U1491,21,Sydney/Australia,1235,Yes,Driver's License,4.15,11431,Natural,7,405.41,486.9,Music,Face-value Resale,Bot Competition,Maybe,Fan
U1316,43,Dubai/UAE,439,Yes,National ID,2.24,9581,Natural,1,352.98,529.16,Theatre,Group Booking,Interface Complexity,Yes,Fan
U2475,48,Chicago/USA,423,Yes,State ID,3.74,2621,Erratic,15,3345.08,7498.79,Sports,Group Booking,Interface Complexity,No,Scalper
U1382,27,Tokyo/Japan,764,Yes,Driver's License,3.55,7782,Natural,3,353.07,436.02,Theatre,Face-value Resale,Interface Complexity,Yes,Fan
U1423,27,São Paulo/Brazil,742,Yes,Passport,2.87,5100,Natural,1,401.77,514.6,Theatre,Face-value Resale,Bot Competition,Yes,Fan
U2521,45,Los Angeles/USA,382,No,None,2.21,2291,Linear,20,2071.67,4120.49,Sports,Early Access,Interface Complexity,No,Scalper
U2940,22,Tokyo/Japan,114,No,None,0.5,190,Linear,25,3793.44,12083.87,Sports,Early Access,Bot Competition,No,Bot
U2764,32,Los Angeles/USA,112,No,None,1.04,272,Linear,80,3054.83,9376.03,Music,Early Access,Bot Competition,No,Bot
